id,prediction,CHOICE
0,1,0
1,1,0
2,1,1
3,0,0
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,2,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,0,1
18,1,0
19,1,0
20,1,1
21,1,1
22,1,1
23,1,1
24,0,0
25,2,2
26,1,1
27,1,1
28,2,2
29,1,1
30,1,1
31,2,0
32,1,1
33,1,0
34,1,1
35,1,0
36,0,0
37,1,1
38,1,1
39,0,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,0
45,1,1
46,2,2
47,1,1
48,1,1
49,1,0
50,1,1
51,0,0
52,1,1
53,1,1
54,2,2
55,1,1
56,0,0
57,1,1
58,1,1
59,1,1
60,0,0
61,1,1
62,1,0
63,1,1
64,1,1
65,1,1
66,0,0
67,0,0
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,0
75,1,1
76,1,1
77,1,2
78,1,1
79,1,1
80,1,1
81,2,2
82,1,1
83,1,0
84,2,0
85,1,1
86,0,0
87,2,2
88,1,1
89,1,1
90,1,0
91,1,1
92,1,1
93,1,0
94,1,1
95,1,0
96,1,1
97,1,1
98,0,0
99,1,1
100,1,0
101,0,1
102,1,1
103,1,1
104,1,1
105,1,1
106,1,1
107,0,0
108,0,0
109,0,0
110,1,1
111,1,1
112,1,1
113,1,2
114,1,1
115,1,1
116,1,1
117,1,1
118,1,0
119,2,1
120,1,1
121,1,1
122,1,0
123,0,0
124,1,1
125,1,1
126,1,1
127,1,1
128,1,1
129,1,1
130,1,1
131,1,1
132,1,2
133,1,0
134,0,0
135,1,1
136,1,0
137,1,1
138,1,0
139,1,1
140,1,1
141,1,1
142,1,0
143,2,1
144,1,1
145,2,1
146,2,2
147,1,1
148,1,1
149,1,1
150,1,1
151,1,1
152,1,1
153,1,1
154,1,1
155,1,1
156,0,0
157,0,1
158,1,0
159,1,1
160,0,0
161,1,0
162,2,1
163,1,1
164,1,1
165,1,1
166,1,1
167,1,1
168,1,1
169,1,1
170,0,0
171,1,1
172,1,1
173,1,1
174,2,2
175,1,1
176,1,1
177,1,1
178,1,1
179,0,0
180,1,1
181,1,0
182,0,0
183,2,0
184,1,0
185,1,0
186,1,0
187,2,1
188,1,1
189,0,0
190,2,1
191,1,1
192,1,0
193,1,1
194,1,0
195,1,1
196,1,2
197,0,1
198,1,0
199,2,0
200,1,1
201,1,0
202,1,1
203,1,0
204,1,1
205,1,1
206,1,1
207,1,1
208,1,1
209,1,1
210,1,1
211,1,0
212,1,1
213,1,1
214,1,1
215,1,1
216,1,1
217,1,1
218,1,1
219,0,0
220,1,1
221,1,1
222,1,1
223,0,1
224,1,1
225,1,0
226,1,1
227,1,0
228,1,0
229,1,1
230,1,1
231,1,1
232,1,1
233,1,1
234,1,1
235,0,0
236,1,1
237,1,1
238,2,1
239,1,1
240,1,1
241,1,0
242,1,1
243,1,1
244,0,0
245,1,1
246,2,2
247,1,0
248,1,0
249,1,0
250,1,0
251,1,1
252,1,0
253,2,2
254,0,0
255,1,0
256,2,1
257,1,1
258,1,0
259,0,0
260,1,2
261,1,1
262,1,1
263,1,1
264,1,1
265,0,0
266,1,1
267,1,0
268,1,1
269,2,2
270,1,1
271,0,1
272,2,2
273,1,1
274,1,1
275,1,0
276,1,1
277,1,1
278,1,0
279,1,2
280,1,0
281,2,0
282,0,0
283,1,1
284,1,1
285,1,0
286,2,2
287,1,1
288,1,1
289,0,1
290,2,0
291,1,1
292,1,1
293,1,1
294,0,0
295,1,1
296,1,1
297,1,1
298,1,0
299,1,0
300,1,1
301,1,1
302,1,1
303,1,1
304,2,1
305,2,2
306,1,2
307,0,1
308,1,1
309,1,1
310,1,1
311,1,1
312,0,0
313,0,0
314,1,1
315,1,0
316,0,0
317,1,0
318,1,1
319,1,1
320,1,1
321,2,1
322,1,0
323,0,0
324,1,1
325,1,1
326,1,1
327,1,0
328,1,0
329,1,1
330,1,2
331,2,2
332,1,1
333,1,1
334,1,1
335,1,1
336,1,1
337,1,1
338,1,1
339,1,1
340,1,1
341,1,1
342,1,0
343,2,0
344,0,0
345,1,1
346,0,0
347,1,0
348,1,1
349,0,0
350,1,1
351,1,1
352,1,1
353,1,1
354,0,0
355,0,1
356,1,1
357,1,1
358,0,0
359,1,1
360,1,1
361,1,0
362,1,1
363,1,1
364,1,1
365,1,1
366,1,1
367,1,1
368,1,1
369,1,1
370,1,0
371,1,1
372,1,1
373,1,1
374,1,1
375,0,0
376,1,1
377,1,1
378,1,1
379,1,1
380,1,0
381,1,1
