id,prediction,CHOICE
0,1,0
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,2,2
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,0,1
19,1,1
20,1,0
21,0,1
22,1,1
23,0,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,0
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,0,0
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,0
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,1,0
65,1,0
66,1,1
67,1,1
68,0,0
69,1,0
70,1,1
71,1,1
72,1,0
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,2
85,1,1
86,1,1
87,1,1
88,2,1
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,0,1
98,1,1
99,1,0
100,2,2
101,1,2
102,1,1
103,2,1
104,1,1
105,1,1
106,1,1
107,1,1
108,2,2
109,2,2
110,2,2
111,2,2
112,0,2
113,0,0
114,1,0
115,1,1
116,1,1
117,1,1
118,1,1
119,1,1
120,1,1
121,1,1
122,1,1
123,1,1
124,1,1
125,1,1
126,1,1
127,0,0
128,1,1
129,1,1
130,0,1
131,0,0
132,1,1
133,2,1
134,1,1
135,1,1
136,1,1
137,1,1
138,0,1
139,1,1
140,1,0
141,1,1
142,0,0
143,1,1
144,1,1
145,1,1
146,2,2
147,0,1
148,1,0
149,0,0
150,0,1
151,0,0
152,0,0
153,0,0
154,0,2
155,1,0
156,0,0
157,0,1
158,0,0
159,1,1
160,1,1
161,1,1
162,1,1
163,1,1
164,1,1
165,1,1
166,1,1
167,1,1
168,1,1
169,1,1
170,1,1
171,1,1
172,1,1
173,0,1
174,0,1
175,0,1
176,1,1
177,0,1
178,0,1
179,1,1
180,0,0
181,1,1
182,0,0
183,1,1
184,2,2
185,2,1
186,1,1
187,1,0
188,0,1
189,2,2
190,2,1
191,1,1
192,2,1
193,0,1
194,0,1
195,0,0
196,0,0
197,0,1
198,0,0
199,0,0
200,1,1
201,1,1
202,0,0
203,1,1
204,1,1
205,0,1
206,2,1
207,1,1
208,0,0
209,0,0
210,1,1
211,1,0
212,1,0
213,2,0
214,2,2
215,2,2
216,1,1
217,1,1
218,1,1
219,1,1
220,1,1
221,1,1
222,1,2
223,1,1
224,2,2
225,0,0
226,1,0
227,1,1
228,2,1
229,1,0
230,2,1
231,2,1
232,0,0
233,0,0
234,0,1
235,1,0
236,1,1
237,0,1
238,1,1
239,1,1
240,0,1
241,0,0
242,1,1
243,1,1
244,1,0
245,1,1
246,1,0
247,1,0
248,0,0
249,0,0
250,0,1
251,0,0
252,0,0
253,0,1
254,1,1
255,0,0
256,0,0
257,0,0
258,1,0
259,1,1
260,0,0
261,0,0
262,0,1
263,2,2
264,1,0
265,1,1
266,0,0
267,1,1
268,0,1
269,0,0
270,1,1
271,1,1
272,2,1
273,1,1
274,1,1
275,1,2
276,0,0
277,0,1
278,1,0
279,1,1
280,1,1
281,0,0
282,0,0
283,1,1
284,0,0
285,0,0
286,0,0
287,1,1
288,1,1
289,1,0
290,0,0
291,1,0
292,2,2
293,0,1
294,0,0
295,1,1
296,0,1
297,0,0
298,1,1
299,1,1
300,1,1
301,1,1
302,1,1
303,1,1
304,1,1
305,0,0
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,1,1
312,1,1
313,1,1
314,1,1
315,1,1
316,2,1
317,0,0
318,1,0
319,1,0
320,1,1
321,1,1
322,1,1
323,0,1
324,1,1
325,2,1
326,1,1
327,1,1
328,1,1
329,0,1
330,1,1
331,1,1
332,1,1
333,1,1
334,1,0
335,1,0
336,1,1
337,1,0
338,1,1
339,1,1
340,1,1
341,1,1
342,1,1
343,0,1
344,1,1
345,1,1
346,1,1
347,0,0
348,0,0
349,1,1
350,0,1
351,1,1
352,1,1
353,1,1
354,1,1
355,0,0
356,1,0
357,0,0
358,1,1
359,1,1
360,1,1
361,0,1
362,1,1
363,0,0
364,0,0
365,1,1
366,1,1
367,1,0
368,1,1
369,1,1
370,1,0
371,1,1
372,0,0
373,1,1
374,1,1
375,1,1
376,0,1
377,0,0
378,0,0
379,0,0
380,1,0
381,0,1
382,1,0
383,1,0
384,0,0
385,0,0
386,2,2
387,2,2
388,1,1
389,1,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,1,1
396,0,1
397,2,1
398,2,2
399,1,1
400,1,1
401,1,1
402,1,1
403,1,1
404,1,2
405,1,1
406,2,2
407,2,1
408,1,1
409,1,0
410,0,0
411,2,1
412,1,1
413,1,1
414,1,1
415,1,1
416,2,2
417,0,0
418,1,1
419,0,0
420,1,1
421,1,1
422,1,0
423,1,1
424,1,2
425,1,2
426,0,0
427,1,1
428,1,1
429,0,0
430,0,1
431,1,1
432,1,1
433,0,0
434,2,1
435,0,0
436,2,0
437,1,1
438,1,1
439,1,1
440,1,0
441,1,0
442,1,0
443,2,0
444,2,1
445,1,2
446,1,0
447,2,2
448,1,1
449,0,0
450,1,1
451,1,0
452,0,2
453,0,0
454,1,1
455,1,0
456,0,0
457,1,2
458,1,1
459,0,0
460,0,0
461,1,1
462,1,1
463,0,0
464,1,0
465,1,0
466,1,0
467,0,1
468,1,1
469,1,0
470,1,0
471,1,0
472,1,1
473,1,1
474,1,1
475,1,1
476,1,2
477,0,1
478,0,1
479,0,0
480,0,0
481,1,1
482,1,1
483,1,1
484,1,0
485,0,0
486,0,0
487,1,1
488,1,1
489,1,1
490,1,1
491,1,1
492,1,1
493,1,2
494,1,1
495,0,1
496,1,1
497,1,1
498,1,1
499,1,1
500,1,1
501,2,2
502,0,0
503,0,0
504,1,1
505,1,1
506,2,0
507,0,0
508,1,2
509,1,0
510,0,1
511,0,0
512,0,2
513,1,0
514,1,0
