id,prediction,CHOICE
0,2.0,2
1,2.0,1
2,2.0,2
3,3.0,3
4,2.0,2
5,2.0,2
6,2.0,2
7,2.0,2
8,2.0,2
9,2.0,2
10,1.0,1
11,3.0,3
12,2.0,2
13,2.0,2
14,2.0,2
15,4.0,1
16,1.0,2
17,1.0,2
18,1.0,1
19,2.0,2
20,2.0,2
21,1.0,1
22,2.0,2
23,2.0,2
24,1.0,1
25,1.0,1
26,3.0,3
27,2.0,2
28,2.0,2
29,2.0,4
30,3.0,2
31,2.0,2
32,2.0,2
33,2.0,2
34,1.0,1
35,2.0,2
36,1.0,1
37,2.0,2
38,1.0,1
39,1.0,2
40,2.0,2
41,2.0,2
42,1.0,1
43,2.0,2
44,1.0,3
45,2.0,1
46,2.0,2
47,1.0,2
48,2.0,2
49,1.0,1
50,1.0,1
51,1.0,1
52,2.0,2
53,2.0,2
54,2.0,2
55,1.0,1
56,2.0,2
57,2.0,2
58,2.0,2
59,2.0,2
60,1.0,1
61,3.0,2
62,2.0,3
63,2.0,2
64,2.0,3
65,2.0,2
66,2.0,2
67,3.0,3
68,3.0,4
69,2.0,2
70,2.0,2
71,2.0,2
72,1.0,1
73,1.0,1
74,2.0,2
75,2.0,2
76,2.0,2
77,2.0,2
78,3.0,3
79,2.0,2
80,1.0,1
81,2.0,4
82,2.0,2
83,1.0,1
84,2.0,2
85,1.0,1
86,1.0,1
87,1.0,1
88,2.0,2
89,2.0,2
90,1.0,1
91,1.0,1
92,2.0,2
93,2.0,2
94,1.0,1
95,2.0,2
96,2.0,2
97,2.0,3
98,2.0,2
99,2.0,2
100,1.0,1
101,4.0,4
102,1.0,1
103,2.0,2
104,2.0,2
105,2.0,2
106,2.0,2
107,1.0,1
108,2.0,2
109,2.0,2
110,1.0,2
111,1.0,1
112,2.0,2
113,1.0,1
114,1.0,1
115,1.0,1
116,2.0,2
117,1.0,1
118,2.0,4
119,2.0,2
120,2.0,2
121,1.0,1
122,3.0,3
123,2.0,2
124,3.0,2
125,2.0,2
126,4.0,1
127,1.0,1
128,3.0,3
129,2.0,2
130,2.0,2
131,1.0,1
132,1.0,1
133,4.0,2
134,2.0,2
135,2.0,2
136,2.0,2
137,1.0,1
138,1.0,1
139,2.0,2
140,2.0,2
141,2.0,2
