id,prediction,CHOICE
0,1,1
1,0,1
2,1,1
3,0,1
4,1,1
5,1,1
6,1,1
7,2,2
8,1,1
9,1,1
10,1,1
11,1,0
12,0,1
13,1,1
14,0,1
15,1,1
16,1,1
17,1,0
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,0
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,0
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,0,0
50,1,0
51,1,1
52,1,1
53,1,0
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,2,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,1
72,1,0
73,1,2
74,1,2
75,1,1
76,2,1
77,1,1
78,1,1
79,1,1
80,2,2
81,2,2
82,2,2
83,2,2
84,0,0
85,0,0
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,1,1
92,1,1
93,0,0
94,1,1
95,1,1
96,0,0
97,1,1
98,2,1
99,1,1
100,1,1
101,1,1
102,1,1
103,1,1
104,1,0
105,1,1
106,0,0
107,1,1
108,1,1
109,1,1
110,2,2
111,1,1
112,1,0
113,1,0
114,0,1
115,0,0
116,1,0
117,1,0
118,1,2
119,1,0
120,0,0
121,1,1
122,1,0
123,1,1
124,1,1
125,1,1
126,1,1
127,1,1
128,1,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,1,1
135,1,1
136,1,1
137,1,1
138,0,1
139,1,1
140,1,1
141,1,1
142,0,1
143,1,1
144,0,0
145,1,1
146,1,0
147,1,1
148,2,1
149,1,1
150,1,0
151,0,1
152,1,1
153,1,1
154,0,0
155,1,0
156,1,1
157,0,0
158,1,1
159,1,1
160,2,0
161,1,1
162,2,1
163,1,1
164,1,0
165,0,0
166,1,0
167,1,0
168,2,2
169,2,2
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,2
177,2,2
178,0,0
179,1,0
180,1,1
181,1,1
182,1,0
183,2,1
184,2,1
185,1,0
186,1,0
187,1,1
188,1,0
189,0,1
190,1,1
191,1,1
192,0,1
193,1,0
194,1,1
195,1,1
196,1,0
197,1,1
198,1,0
199,1,0
200,1,0
201,0,0
202,1,1
203,2,0
204,0,0
205,1,1
206,1,1
207,0,0
208,0,0
209,1,0
210,1,1
211,0,0
212,1,0
213,1,1
214,2,2
215,1,0
216,1,1
217,1,0
218,1,1
219,1,1
220,0,0
221,1,1
222,1,1
223,2,1
224,1,1
225,1,1
226,1,2
227,0,0
228,1,1
229,1,0
230,1,1
231,1,1
232,0,0
233,1,0
234,1,1
235,0,0
236,1,0
237,0,0
238,1,1
239,1,0
240,0,0
241,0,0
242,1,2
243,0,1
244,0,0
245,0,1
246,0,1
247,1,0
248,1,1
249,1,1
250,1,1
251,1,1
252,1,1
253,1,1
254,0,0
255,1,1
256,1,1
257,1,1
258,1,1
259,1,1
260,1,1
261,1,1
262,2,1
263,0,0
264,1,0
265,0,0
266,1,1
267,1,1
268,1,1
269,0,1
270,1,1
271,1,1
272,1,1
273,1,1
274,1,1
275,1,1
276,0,0
277,1,0
278,1,1
279,1,1
280,1,1
281,1,1
282,1,1
283,1,1
284,0,1
285,0,1
286,1,1
287,1,1
288,0,0
289,1,0
290,1,1
291,0,1
292,1,1
293,1,1
294,1,1
295,1,1
296,1,0
297,0,0
298,1,1
299,1,1
300,1,1
301,0,1
302,1,1
303,0,0
304,0,0
305,1,1
306,1,1
307,1,0
308,1,1
309,1,1
310,1,0
311,1,1
312,0,0
313,1,1
314,1,1
315,0,1
316,0,0
317,0,0
318,0,0
319,0,0
320,1,0
321,0,0
322,0,0
323,2,2
324,2,2
325,1,1
326,1,0
327,0,0
328,1,0
329,0,1
330,1,1
331,1,1
332,1,1
333,1,1
334,1,1
335,2,2
336,1,1
337,2,2
338,2,1
339,1,1
340,1,0
341,1,0
342,1,1
343,1,1
344,1,1
345,1,1
346,1,1
347,0,0
348,1,1
349,1,0
350,1,1
351,1,1
352,1,0
353,1,1
354,2,2
355,1,2
356,0,0
357,1,1
358,0,0
359,1,1
360,1,1
361,1,1
362,0,0
363,2,1
364,1,1
365,1,1
366,1,1
367,1,0
368,2,1
369,1,2
370,1,0
371,2,2
372,0,1
373,0,0
374,1,1
375,1,0
376,1,2
377,1,0
378,1,1
379,1,0
380,0,0
381,1,2
382,1,1
383,1,0
384,1,0
385,1,1
386,0,0
387,1,0
388,1,0
389,1,0
390,1,1
391,1,1
392,1,0
393,1,0
394,1,0
395,0,1
396,1,1
397,1,1
398,1,1
399,2,2
400,1,1
401,0,1
402,0,0
403,1,0
404,1,1
405,1,1
406,1,1
407,1,0
408,1,0
409,0,0
410,1,1
411,1,1
412,1,1
413,1,1
414,1,1
415,1,1
416,1,2
417,1,1
418,0,1
419,1,1
420,1,1
421,1,1
422,1,1
423,1,2
424,0,0
425,1,0
426,1,1
427,1,1
428,0,0
429,2,2
430,0,1
431,1,0
432,0,2
433,1,0
434,1,0
435,0,0
436,0,1
437,0,1
438,2,2
439,1,1
440,2,2
441,1,1
442,1,1
443,1,1
444,1,1
445,1,1
446,0,1
447,1,1
448,1,1
449,1,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
457,1,0
458,1,1
459,1,1
460,1,1
461,0,0
462,1,0
463,2,1
464,1,0
465,1,1
466,1,1
467,0,0
468,1,0
469,0,0
470,1,1
471,1,1
472,1,1
473,1,1
474,1,1
