id,prediction,CHOICE
0,2.0,0
1,1.0,1
2,1.0,1
3,2.0,2
4,2.0,0
5,2.0,2
6,2.0,1
7,2.0,1
8,2.0,1
9,2.0,0
10,2.0,1
11,2.0,1
12,2.0,1
13,1.0,1
14,2.0,0
15,2.0,1
16,2.0,1
17,2.0,1
18,2.0,1
19,2.0,1
20,2.0,0
21,2.0,0
22,2.0,1
23,1.0,1
24,2.0,1
25,2.0,0
26,2.0,2
27,2.0,2
28,2.0,1
29,2.0,1
30,2.0,0
31,1.0,1
32,2.0,1
33,2.0,1
34,2.0,1
35,2.0,1
36,2.0,0
37,2.0,1
38,2.0,1
39,2.0,1
40,2.0,1
41,2.0,0
42,2.0,1
43,2.0,0
44,1.0,1
45,2.0,2
46,2.0,1
47,2.0,0
48,2.0,1
49,2.0,0
50,2.0,0
51,2.0,1
52,2.0,1
53,2.0,1
54,2.0,1
55,1.0,1
56,2.0,1
57,2.0,1
58,2.0,1
59,2.0,1
60,2.0,2
61,2.0,1
62,2.0,1
63,2.0,1
64,2.0,0
65,2.0,0
66,2.0,2
67,2.0,0
68,2.0,1
69,2.0,1
70,1.0,1
71,2.0,1
72,2.0,0
73,2.0,2
74,2.0,2
75,2.0,1
76,2.0,1
77,2.0,1
78,2.0,1
79,2.0,1
80,2.0,1
81,2.0,0
82,2.0,1
83,0.0,0
84,2.0,0
85,2.0,1
86,2.0,1
87,1.0,1
88,2.0,0
89,1.0,1
90,2.0,2
91,1.0,0
92,1.0,1
93,2.0,1
94,2.0,2
95,1.0,0
96,1.0,1
97,2.0,0
98,2.0,0
99,2.0,0
100,2.0,1
101,2.0,0
102,2.0,0
103,2.0,0
104,1.0,0
105,2.0,1
106,2.0,1
107,2.0,1
108,2.0,2
109,2.0,1
110,2.0,1
111,2.0,0
112,2.0,1
113,1.0,0
114,2.0,1
115,2.0,0
116,1.0,1
117,1.0,1
118,2.0,0
119,1.0,1
120,2.0,1
121,1.0,1
122,2.0,1
123,2.0,1
124,2.0,1
125,2.0,1
126,2.0,1
127,2.0,0
128,2.0,1
129,2.0,1
130,1.0,1
131,2.0,1
132,2.0,1
133,2.0,1
134,1.0,0
135,2.0,1
136,2.0,1
137,1.0,1
138,2.0,0
139,2.0,1
140,2.0,1
141,1.0,0
142,2.0,1
143,2.0,0
144,2.0,0
145,2.0,0
146,2.0,1
147,2.0,1
148,2.0,1
149,2.0,0
150,2.0,1
151,2.0,1
152,2.0,2
153,1.0,1
154,2.0,1
155,2.0,1
156,2.0,0
157,2.0,0
158,2.0,0
159,1.0,1
160,2.0,1
161,2.0,0
162,2.0,1
163,1.0,1
164,1.0,1
165,1.0,1
166,2.0,0
167,2.0,1
168,2.0,1
169,2.0,1
170,2.0,1
171,2.0,1
172,2.0,1
173,2.0,1
174,2.0,1
175,2.0,1
176,2.0,1
177,2.0,1
178,2.0,2
179,2.0,1
180,2.0,1
181,2.0,1
182,2.0,0
183,2.0,1
184,1.0,1
185,2.0,0
186,2.0,1
187,2.0,1
188,2.0,1
189,1.0,1
190,2.0,1
191,2.0,1
192,2.0,0
193,1.0,0
194,1.0,1
195,2.0,1
196,2.0,1
197,1.0,1
198,1.0,1
199,2.0,0
200,2.0,1
201,2.0,0
202,1.0,1
203,1.0,1
204,2.0,1
205,2.0,1
206,2.0,1
207,1.0,1
208,2.0,0
209,2.0,1
210,2.0,1
211,1.0,1
212,2.0,0
213,2.0,1
214,2.0,0
215,2.0,0
216,2.0,2
217,2.0,1
218,2.0,1
219,2.0,1
220,2.0,1
221,2.0,1
222,1.0,0
223,2.0,1
224,1.0,1
225,2.0,1
226,2.0,1
227,2.0,1
228,2.0,1
229,2.0,1
230,2.0,2
231,2.0,1
232,2.0,1
233,1.0,1
234,2.0,0
235,2.0,0
236,2.0,1
237,2.0,0
238,1.0,1
239,2.0,0
240,1.0,1
241,2.0,1
242,2.0,0
243,2.0,0
244,2.0,0
245,2.0,1
246,2.0,1
247,2.0,0
248,1.0,0
249,2.0,1
250,2.0,1
251,2.0,1
252,2.0,0
253,2.0,1
254,2.0,1
255,2.0,0
256,1.0,1
257,2.0,1
258,2.0,1
259,2.0,1
260,2.0,0
261,2.0,1
262,2.0,1
263,2.0,1
264,2.0,0
265,1.0,1
266,2.0,1
267,2.0,1
268,2.0,2
269,1.0,0
270,2.0,1
271,2.0,1
272,2.0,0
273,1.0,1
274,2.0,1
275,1.0,1
276,2.0,1
277,2.0,1
278,2.0,2
279,2.0,1
280,2.0,1
281,2.0,1
282,0.0,0
283,2.0,1
284,2.0,1
285,2.0,1
286,2.0,2
287,2.0,1
288,2.0,1
289,2.0,1
290,2.0,1
291,2.0,0
292,2.0,1
293,2.0,0
294,2.0,0
295,2.0,1
296,2.0,1
297,2.0,0
298,1.0,1
299,1.0,1
300,2.0,0
301,2.0,1
302,2.0,1
303,2.0,1
304,2.0,1
305,1.0,0
306,2.0,1
307,1.0,1
308,2.0,1
309,1.0,1
310,2.0,1
311,2.0,1
312,2.0,0
313,2.0,0
314,2.0,1
315,2.0,2
316,2.0,1
317,2.0,0
318,1.0,1
319,2.0,1
320,2.0,0
321,2.0,1
322,2.0,1
323,2.0,1
324,2.0,1
325,2.0,1
326,2.0,1
327,1.0,0
328,2.0,1
329,2.0,1
330,2.0,1
331,2.0,1
332,2.0,2
333,2.0,0
334,1.0,1
335,2.0,1
336,2.0,0
337,2.0,1
338,2.0,1
