id,prediction,CHOICE
0,1,1
1,2,3
2,2,3
3,3,3
4,3,3
5,2,3
6,2,2
7,2,3
8,2,2
9,2,2
10,2,2
11,3,3
12,2,2
13,2,2
14,1,2
15,2,2
16,2,2
17,1,3
18,2,2
19,3,2
20,2,2
21,1,3
22,2,2
23,1,2
24,2,3
25,2,2
26,2,2
27,2,3
28,2,2
29,3,3
30,3,2
31,3,2
32,2,1
33,3,3
34,2,2
35,3,2
36,3,3
37,1,2
38,3,3
39,1,2
40,3,3
41,1,2
42,3,3
43,2,2
44,2,2
45,2,2
46,2,2
47,2,3
48,2,2
49,2,2
50,3,2
51,1,1
52,2,2
53,3,3
54,3,3
55,3,3
56,3,3
57,3,3
58,2,2
59,3,3
60,2,3
61,3,3
62,3,3
63,1,2
64,2,2
65,2,2
66,2,2
67,2,2
68,2,2
69,2,3
70,2,2
71,2,2
72,2,2
73,3,2
74,2,3
75,2,2
76,2,2
77,2,2
78,2,2
79,3,3
80,3,3
81,3,3
82,2,2
83,3,3
84,2,3
85,1,1
86,2,2
87,2,2
88,1,2
89,3,3
90,2,2
91,3,3
92,1,2
93,2,2
94,2,3
95,2,2
96,3,3
97,2,2
98,2,2
99,2,3
100,2,2
101,2,2
102,3,3
103,1,2
104,2,2
105,2,2
106,2,2
107,2,2
108,2,2
109,1,1
110,2,2
111,2,2
112,2,2
113,2,2
114,1,3
115,2,3
116,2,2
117,3,3
118,2,2
119,3,3
120,2,2
121,3,3
122,3,3
123,2,3
124,1,3
125,2,2
126,2,2
127,3,3
128,3,3
129,3,3
130,3,2
131,2,2
132,2,2
133,3,2
134,2,2
135,1,3
136,3,3
137,2,2
138,2,2
139,2,2
140,3,3
141,3,3
142,1,2
143,3,3
144,2,2
145,2,2
146,1,2
147,1,3
148,3,3
149,2,2
150,3,3
151,3,3
152,2,2
153,3,3
154,2,2
155,3,3
156,3,3
157,3,2
158,2,2
159,2,2
160,2,2
161,2,2
162,2,2
163,3,3
164,2,2
165,3,3
166,2,2
167,3,3
168,3,3
169,3,3
170,2,2
171,2,2
172,3,3
173,2,3
174,2,2
175,2,2
176,2,2
177,2,3
178,3,3
179,2,3
180,3,3
181,2,2
182,1,3
183,3,3
184,3,3
185,2,2
186,3,3
187,3,3
188,1,1
189,3,3
190,3,3
191,3,2
192,1,2
193,2,2
194,2,2
195,2,3
196,1,2
197,2,2
198,3,3
199,2,2
200,2,2
201,3,2
202,2,2
203,2,2
204,2,2
205,2,2
206,2,2
207,1,2
208,1,2
209,2,2
210,2,3
211,1,2
212,3,2
213,3,3
214,2,2
215,2,2
216,2,2
217,2,3
218,2,2
219,3,2
220,2,2
221,2,2
222,2,2
223,3,3
224,3,3
225,1,1
226,2,2
227,3,3
228,1,1
229,3,3
230,2,2
231,2,2
232,2,2
233,2,2
234,2,2
235,2,3
236,3,3
237,2,3
238,2,2
239,3,3
240,1,3
241,2,2
242,2,2
243,1,1
244,2,2
245,1,3
246,3,3
247,1,2
248,3,3
249,2,2
250,3,2
251,2,2
252,2,2
253,3,3
254,3,3
255,2,2
256,2,2
257,2,2
258,2,2
259,2,2
260,2,2
261,1,1
262,3,3
263,2,2
264,2,2
265,2,2
266,3,3
267,3,2
268,1,2
269,2,2
270,2,2
271,2,3
272,2,2
273,1,1
274,2,3
275,2,3
276,2,2
277,2,2
278,3,3
279,2,2
280,2,2
281,2,2
282,1,3
283,3,3
284,2,2
285,2,2
286,2,2
287,2,3
288,2,2
289,2,2
290,2,2
291,3,3
292,2,2
293,3,3
294,2,2
295,3,3
296,3,3
297,3,3
298,1,2
299,1,2
300,2,2
301,2,2
302,2,2
303,2,2
304,1,1
305,3,3
306,2,2
307,2,2
308,3,2
309,3,3
310,2,1
311,2,2
312,2,2
313,3,3
314,3,3
315,2,3
316,3,3
317,3,3
318,2,3
319,1,1
320,2,2
321,3,2
322,2,2
323,2,2
324,2,2
325,2,2
326,2,2
327,3,3
328,2,2
329,3,3
330,3,2
331,2,2
332,3,3
333,2,2
334,3,3
335,2,2
336,3,3
337,2,2
338,1,1
339,3,3
340,2,2
341,1,2
342,1,2
343,3,3
344,3,3
345,2,2
346,3,3
347,2,2
348,2,2
349,2,2
350,2,2
351,3,3
352,2,3
353,2,2
354,2,1
355,1,2
356,3,3
357,2,2
358,2,2
359,3,3
360,2,2
361,1,1
362,2,2
363,2,3
364,1,3
365,3,2
366,3,3
367,2,2
368,2,1
369,2,3
370,3,3
371,3,3
372,1,3
373,3,2
374,2,1
375,2,2
376,3,3
377,3,3
378,3,3
379,3,3
380,3,3
381,2,2
382,3,2
383,3,2
384,1,3
385,2,2
386,2,2
387,3,2
388,2,2
389,3,3
390,2,2
391,3,3
392,3,3
393,3,2
394,2,2
395,3,3
396,2,3
397,2,2
398,2,2
399,3,3
400,2,2
401,1,3
402,2,2
403,3,3
404,1,3
405,2,2
406,3,3
407,3,3
408,2,2
409,2,2
410,3,2
411,2,2
412,1,2
413,2,2
414,3,3
415,2,2
416,1,3
417,2,2
418,2,3
419,3,3
420,2,2
421,1,2
422,2,2
423,2,2
424,2,2
425,2,2
426,2,2
427,3,3
428,2,2
429,3,2
430,3,3
431,2,3
432,3,3
433,2,2
434,1,3
435,2,2
436,2,2
437,2,2
438,2,2
439,2,3
440,3,2
441,2,3
442,3,3
443,1,1
444,3,3
445,2,2
446,3,3
447,2,2
448,2,2
449,3,2
450,2,2
451,1,1
452,2,1
453,2,3
454,3,3
455,2,3
456,1,3
457,1,3
458,2,2
459,2,2
460,2,2
461,2,2
462,2,3
463,2,3
464,2,2
465,2,2
466,3,3
467,2,2
468,2,2
469,2,2
470,2,2
471,2,2
472,2,3
473,3,3
474,2,2
475,2,2
476,2,2
477,2,2
478,2,3
479,2,2
480,2,2
481,1,3
482,2,2
483,3,3
484,3,3
485,2,2
486,3,3
487,2,2
488,2,2
489,3,3
490,2,3
491,2,2
492,2,2
493,3,3
494,3,3
495,1,1
496,2,2
497,2,2
498,3,3
499,2,2
500,2,2
501,1,2
502,2,2
503,2,2
504,2,2
505,2,2
506,3,2
507,3,3
508,2,2
509,3,3
510,2,2
511,2,2
512,2,2
513,3,2
514,2,3
515,2,2
516,2,2
517,1,2
518,2,2
519,2,2
520,2,2
521,3,2
522,2,2
523,2,2
524,1,3
525,2,2
526,1,3
527,3,3
528,3,3
529,3,3
530,3,3
531,2,2
532,2,2
533,3,2
534,2,2
535,3,3
536,2,2
537,3,2
538,2,2
539,3,3
540,3,3
541,3,3
542,2,2
543,2,2
544,3,3
545,2,2
546,2,3
547,2,2
548,1,2
549,1,2
550,2,2
551,2,1
552,2,3
553,3,2
554,3,2
555,2,2
556,3,2
557,3,3
558,3,3
559,2,2
560,2,2
561,3,3
562,2,3
563,2,2
564,3,3
565,2,2
566,2,2
567,2,2
568,3,3
569,2,2
570,2,2
571,2,2
572,2,1
573,2,3
574,2,2
575,3,2
576,2,2
577,2,2
578,2,2
579,3,3
580,2,2
581,2,2
582,3,3
583,2,3
584,3,3
585,2,2
586,2,2
587,2,2
588,2,2
589,2,2
590,1,2
591,2,2
592,3,3
593,2,2
594,2,3
595,1,2
596,2,3
597,3,3
598,3,3
599,1,2
600,3,3
601,3,2
602,3,3
603,1,1
604,2,2
605,2,2
606,2,3
607,3,3
608,2,2
609,3,3
610,2,2
611,2,2
612,2,3
613,2,2
614,2,2
615,2,2
616,1,2
617,2,2
618,2,2
619,2,2
620,3,3
621,2,2
622,3,3
623,2,2
624,2,2
625,2,2
626,2,2
627,2,2
628,2,3
629,2,2
630,1,1
631,1,1
632,3,3
633,1,3
634,2,3
635,3,3
636,1,1
637,3,2
638,3,3
639,3,3
640,3,2
641,2,2
642,3,3
643,2,2
644,2,2
645,2,2
646,2,3
647,1,2
648,2,2
649,1,2
650,2,3
651,2,2
652,2,2
653,2,2
654,2,2
655,2,2
656,3,3
657,3,2
658,2,2
659,3,3
660,3,2
661,3,2
662,1,2
663,2,2
664,3,3
665,3,3
666,3,3
667,3,2
668,2,2
669,2,2
670,1,3
671,2,2
672,2,2
673,3,3
674,2,2
675,2,2
676,1,2
677,3,3
678,2,2
679,1,2
680,3,2
681,1,2
682,3,3
683,3,3
684,2,2
685,3,3
686,1,3
687,3,2
688,2,2
689,3,2
690,2,3
691,3,3
692,2,3
693,2,2
694,2,2
695,3,2
696,2,2
697,3,2
698,2,3
699,2,2
700,3,3
701,1,1
702,2,2
703,2,2
704,3,3
705,2,2
706,3,3
