id,prediction,CHOICE
0,1.0,0
1,1.0,1
2,1.0,1
3,1.0,1
4,1.0,1
5,1.0,1
6,1.0,1
7,1.0,1
8,1.0,1
9,1.0,1
10,1.0,1
11,1.0,2
12,1.0,1
13,1.0,1
14,1.0,1
15,1.0,1
16,1.0,1
17,1.0,1
18,0.0,1
19,1.0,1
20,0.0,0
21,0.0,1
22,1.0,1
23,0.0,1
24,1.0,1
25,1.0,1
26,1.0,1
27,1.0,1
28,1.0,0
29,1.0,1
30,1.0,1
31,1.0,1
32,1.0,1
33,1.0,1
34,1.0,1
35,0.0,1
36,0.0,0
37,1.0,1
38,1.0,1
39,1.0,1
40,0.0,1
41,1.0,1
42,1.0,1
43,1.0,1
44,1.0,1
45,1.0,0
46,1.0,1
47,1.0,1
48,1.0,1
49,1.0,1
50,1.0,1
51,1.0,1
52,0.0,1
53,1.0,1
54,0.0,1
55,0.0,1
56,1.0,1
57,1.0,1
58,1.0,1
59,1.0,1
60,1.0,1
61,1.0,1
62,1.0,1
63,1.0,1
64,0.0,0
65,1.0,0
66,1.0,1
67,1.0,1
68,0.0,0
69,1.0,0
70,1.0,1
71,1.0,1
72,1.0,0
73,0.0,1
74,1.0,1
75,1.0,1
76,1.0,1
77,1.0,1
78,1.0,1
79,1.0,1
80,1.0,1
81,1.0,1
82,1.0,1
83,1.0,1
84,1.0,2
85,1.0,1
86,1.0,1
87,1.0,1
88,1.0,1
89,1.0,1
90,0.0,1
91,1.0,1
92,1.0,1
93,1.0,1
94,1.0,1
95,1.0,1
96,1.0,1
97,0.0,1
98,1.0,1
99,0.0,0
100,1.0,2
101,1.0,2
102,1.0,1
103,2.0,1
104,1.0,1
105,1.0,1
106,1.0,1
107,1.0,1
108,2.0,2
109,2.0,2
110,2.0,2
111,2.0,2
112,0.0,2
113,0.0,0
114,1.0,0
115,0.0,1
116,1.0,1
117,1.0,1
118,0.0,1
119,1.0,1
120,1.0,1
121,1.0,1
122,1.0,1
123,1.0,1
124,1.0,1
125,1.0,1
126,1.0,1
127,0.0,0
128,1.0,1
129,1.0,1
130,0.0,1
131,0.0,0
132,1.0,1
133,1.0,1
134,1.0,1
135,0.0,1
136,1.0,1
137,1.0,1
138,0.0,1
139,1.0,1
140,0.0,0
141,1.0,1
142,0.0,0
143,1.0,1
144,1.0,1
145,0.0,1
146,2.0,2
147,1.0,1
148,1.0,0
149,0.0,0
150,0.0,1
151,0.0,0
152,0.0,0
153,0.0,0
154,1.0,2
155,0.0,0
156,0.0,0
157,0.0,1
158,0.0,0
159,1.0,1
160,1.0,1
161,1.0,1
162,1.0,1
163,1.0,1
164,1.0,1
165,1.0,1
166,1.0,1
167,1.0,1
168,0.0,1
169,1.0,1
170,1.0,1
171,0.0,1
172,0.0,1
173,1.0,1
174,0.0,1
175,1.0,1
176,1.0,1
177,0.0,1
178,0.0,1
179,1.0,1
