id,prediction,CHOICE
0,1,0
1,1,1
2,1,1
3,1,1
4,1,1
5,,1
6,,1
7,,1
8,,1
9,,1
10,,1
11,,2
12,,1
13,,1
14,,1
15,,1
16,,1
17,,1
18,,1
19,,1
20,,0
21,,1
22,,1
23,,1
24,,1
25,,1
26,,1
27,,1
28,,0
29,,1
30,,1
31,,1
32,,1
33,,1
34,,1
35,,1
36,,0
37,,1
38,,1
39,,1
40,,1
41,,1
42,,1
43,,1
44,,1
45,,0
46,,1
47,,1
48,,1
49,,1
50,,1
51,,1
52,,1
53,,1
54,,1
55,,1
56,,1
57,,1
58,,1
59,,1
60,,1
61,,1
62,,1
63,,1
64,,0
65,,0
66,,1
67,,1
68,,0
69,,0
70,,1
71,,1
72,,0
73,,1
74,,1
75,,1
76,,1
77,,1
78,,1
79,,1
80,,1
81,,1
82,,1
83,,1
84,,2
85,,1
86,,1
87,,1
88,,1
89,,1
90,,1
91,,1
92,,1
93,,1
94,,1
95,,1
96,,1
97,,1
98,,1
99,,0
100,,2
101,,2
102,,1
103,,1
104,,1
105,,1
106,,1
107,,1
108,,2
109,,2
110,,2
111,,2
112,,2
113,,0
114,,0
115,,1
116,,1
117,,1
118,,1
119,,1
120,,1
121,,1
122,,1
123,,1
124,,1
125,,1
126,,1
127,,0
128,,1
129,,1
130,,1
131,,0
132,,1
133,,1
134,,1
135,,1
136,,1
137,,1
138,,1
139,,1
140,,0
141,,1
142,,0
143,,1
144,,1
145,,1
146,,2
147,,1
148,,0
149,,0
150,,1
151,,0
152,,0
153,,0
154,,2
155,,0
156,,0
157,,1
158,,0
159,,1
160,,1
161,,1
162,,1
163,,1
164,,1
165,,1
166,,1
167,,1
168,,1
169,,1
170,,1
171,,1
172,,1
173,,1
174,,1
175,,1
176,,1
177,,1
178,,1
179,,1
180,,0
181,,1
182,,0
183,,1
184,,2
185,,1
186,,1
187,,0
188,,1
189,,2
190,,1
191,,1
192,,1
193,,1
194,,1
195,,0
196,,0
197,,1
198,,0
199,,0
200,,1
201,,1
202,,0
203,,1
204,,1
205,,1
206,,1
207,,1
208,,0
209,,0
210,,1
211,,0
212,,0
213,,0
214,,2
215,,2
216,,1
217,,1
218,,1
219,,1
220,,1
221,,1
222,,2
223,,1
224,,2
225,,0
226,,0
227,,1
228,,1
229,,0
230,,1
231,,1
232,,0
233,,0
234,,1
235,,0
236,,1
237,,1
238,,1
239,,1
240,,1
241,,0
242,,1
243,,1
244,,0
245,,1
246,,0
247,,0
248,,0
249,,0
250,,1
251,,0
252,,0
253,,1
254,,1
255,,0
256,,0
257,,0
258,,0
259,,1
260,,0
261,,0
262,,1
263,,2
264,,0
265,,1
266,,0
267,,1
268,,1
269,,0
270,,1
271,,1
272,,1
273,,1
274,,1
275,,2
276,,0
277,,1
278,,0
279,,1
280,,1
281,,0
282,,0
283,,1
284,,0
285,,0
286,,0
287,,1
288,,1
289,,0
290,,0
291,,0
292,,2
293,,1
294,,0
295,,1
296,,1
297,,0
298,,1
299,,1
300,,1
301,,1
302,,1
303,,1
304,,1
305,,0
306,,1
307,,1
308,,1
309,,1
310,,1
311,,1
312,,1
313,,1
314,,1
315,,1
316,,1
317,,0
318,,0
319,,0
320,,1
321,,1
322,,1
323,,1
324,,1
325,,1
326,,1
327,,1
328,,1
329,,1
330,,1
331,,1
332,,1
333,,1
334,,0
335,,0
336,,1
337,,0
338,,1
339,,1
340,,1
341,,1
342,,1
343,,1
344,,1
345,,1
346,,1
347,,0
348,,0
349,,1
350,,1
351,,1
352,,1
353,,1
354,,1
355,,0
356,,0
357,,0
358,,1
359,,1
360,,1
361,,1
362,,1
363,,0
364,,0
365,,1
366,,1
367,,0
368,,1
369,,1
370,,0
371,,1
372,,0
373,,1
374,,1
375,,1
376,,1
377,,0
378,,0
379,,0
380,,0
381,,1
382,,0
383,,0
384,,0
385,,0
386,,2
387,,2
388,,1
389,,0
390,,0
391,,0
392,,0
393,,0
394,,0
395,,1
396,,1
397,,1
398,,2
399,,1
400,,1
401,,1
402,,1
403,,1
404,,2
405,,1
406,,2
407,,1
408,,1
409,,0
410,,0
411,,1
412,,1
413,,1
414,,1
415,,1
416,,2
417,,0
418,,1
419,,0
420,,1
421,,1
422,,0
423,,1
424,,2
425,,2
426,,0
427,,1
428,,1
429,,0
430,,1
431,,1
432,,1
433,,0
434,,1
435,,0
436,,0
437,,1
438,,1
439,,1
440,,0
441,,0
442,,0
443,,0
444,,1
445,,2
446,,0
447,,2
448,,1
449,,0
450,,1
451,,0
452,,2
453,,0
454,,1
455,,0
456,,0
457,,2
458,,1
459,,0
460,,0
461,,1
462,,1
463,,0
464,,0
465,,0
466,,0
467,,1
468,,1
469,,0
470,,0
471,,0
472,,1
473,,1
474,,1
475,,1
476,,2
477,,1
478,,1
479,,0
480,,0
481,,1
482,,1
483,,1
484,,0
485,,0
486,,0
487,,1
488,,1
489,,1
490,,1
491,,1
492,,1
493,,2
494,,1
495,,1
496,,1
497,,1
498,,1
499,,1
500,,1
501,,2
502,,0
503,,0
504,,1
505,,1
506,,0
507,,0
508,,2
509,,0
510,,1
511,,0
512,,2
513,,0
514,,0
515,,0
516,,0
517,,0
518,,0
519,,1
520,,1
521,,1
522,,1
523,,2
524,,1
525,,2
526,,1
527,,1
528,,1
529,,2
530,,1
531,,1
532,,1
533,,1
534,,1
535,,1
536,,1
537,,1
538,,1
539,,1
540,,1
541,,1
542,,1
543,,1
544,,1
545,,1
546,,0
547,,1
548,,1
549,,1
550,,0
551,,0
552,,0
553,,1
554,,0
555,,1
556,,1
557,,1
558,,1
559,,0
560,,0
561,,0
562,,1
563,,1
564,,1
565,,1
566,,1
567,,1
