id,prediction,CHOICE
0,1.0,1
1,2.0,1
2,1.0,1
3,1.0,1
4,1.0,1
5,1.0,1
6,1.0,1
7,2.0,2
8,1.0,1
9,1.0,1
10,1.0,1
11,1.0,0
12,1.0,1
13,1.0,1
14,1.0,1
15,1.0,1
16,1.0,1
17,1.0,0
18,1.0,1
19,1.0,1
20,1.0,1
21,1.0,1
22,1.0,1
23,1.0,1
24,1.0,1
25,1.0,0
26,1.0,1
27,1.0,1
28,1.0,1
29,1.0,1
30,1.0,1
31,1.0,0
32,1.0,1
33,1.0,1
34,1.0,1
35,1.0,1
36,1.0,1
37,1.0,1
38,1.0,1
39,1.0,1
40,1.0,1
41,1.0,1
42,1.0,1
43,1.0,1
44,1.0,1
45,1.0,1
46,1.0,1
47,1.0,1
48,1.0,1
49,1.0,0
50,1.0,0
51,1.0,1
52,1.0,1
53,1.0,0
54,1.0,1
55,1.0,1
56,1.0,1
57,1.0,1
58,1.0,1
59,1.0,1
60,1.0,1
61,1.0,1
62,1.0,1
63,1.0,1
64,2.0,1
65,1.0,1
66,1.0,1
67,1.0,1
68,1.0,1
69,1.0,1
70,1.0,1
71,1.0,1
72,1.0,0
73,1.0,2
74,1.0,2
75,1.0,1
76,2.0,1
77,1.0,1
78,1.0,1
79,1.0,1
80,2.0,2
81,2.0,2
82,2.0,2
83,2.0,2
84,1.0,0
85,0.0,0
86,1.0,1
87,1.0,1
88,1.0,1
89,1.0,1
90,1.0,1
91,1.0,1
92,1.0,1
93,0.0,0
94,1.0,1
95,1.0,1
96,0.0,0
97,1.0,1
98,2.0,1
99,1.0,1
100,1.0,1
101,1.0,1
102,1.0,1
103,1.0,1
104,1.0,0
105,1.0,1
106,0.0,0
107,1.0,1
108,1.0,1
109,1.0,1
110,1.0,2
111,1.0,1
112,1.0,0
113,1.0,0
114,1.0,1
115,0.0,0
116,1.0,0
117,1.0,0
118,1.0,2
119,1.0,0
120,0.0,0
121,0.0,1
122,1.0,0
123,1.0,1
124,1.0,1
125,1.0,1
126,1.0,1
127,1.0,1
128,1.0,1
129,1.0,1
130,1.0,1
131,1.0,1
132,1.0,1
133,1.0,1
134,1.0,1
135,1.0,1
136,1.0,1
137,1.0,1
138,0.0,1
139,1.0,1
140,1.0,1
141,1.0,1
142,0.0,1
143,1.0,1
144,0.0,0
145,1.0,1
146,1.0,0
147,1.0,1
148,2.0,1
149,1.0,1
150,1.0,0
151,0.0,1
152,1.0,1
153,1.0,1
154,0.0,0
155,1.0,0
156,1.0,1
157,0.0,0
158,1.0,1
159,1.0,1
160,0.0,0
161,1.0,1
162,2.0,1
163,1.0,1
164,1.0,0
165,1.0,0
166,1.0,0
167,1.0,0
168,2.0,2
169,2.0,2
170,1.0,1
171,1.0,1
172,1.0,1
173,1.0,1
174,1.0,1
175,1.0,1
176,1.0,2
177,2.0,2
178,0.0,0
179,1.0,0
180,0.0,1
181,2.0,1
182,1.0,0
183,2.0,1
184,1.0,1
185,1.0,0
186,0.0,0
187,1.0,1
188,1.0,0
189,0.0,1
190,1.0,1
191,1.0,1
192,0.0,1
193,0.0,0
194,1.0,1
195,1.0,1
196,1.0,0
197,1.0,1
198,1.0,0
199,1.0,0
200,1.0,0
201,0.0,0
202,1.0,1
203,2.0,0
204,0.0,0
205,1.0,1
206,1.0,1
207,0.0,0
208,0.0,0
209,1.0,0
210,1.0,1
211,0.0,0
212,1.0,0
213,1.0,1
214,2.0,2
215,1.0,0
216,1.0,1
217,0.0,0
218,1.0,1
219,0.0,1
220,0.0,0
221,1.0,1
222,1.0,1
223,2.0,1
224,1.0,1
225,1.0,1
226,1.0,2
227,0.0,0
228,1.0,1
229,1.0,0
230,1.0,1
231,1.0,1
232,0.0,0
233,1.0,0
234,1.0,1
235,0.0,0
236,0.0,0
237,0.0,0
238,1.0,1
239,0.0,0
240,1.0,0
241,1.0,0
242,1.0,2
243,1.0,1
244,0.0,0
245,1.0,1
246,0.0,1
247,1.0,0
248,1.0,1
249,1.0,1
250,1.0,1
251,1.0,1
252,1.0,1
253,1.0,1
254,1.0,0
255,1.0,1
256,1.0,1
257,1.0,1
258,1.0,1
259,1.0,1
260,1.0,1
261,1.0,1
262,2.0,1
263,0.0,0
264,1.0,0
265,1.0,0
266,1.0,1
267,1.0,1
268,1.0,1
269,0.0,1
270,1.0,1
271,1.0,1
272,1.0,1
273,1.0,1
274,1.0,1
275,1.0,1
276,1.0,0
277,1.0,0
278,1.0,1
279,1.0,1
280,1.0,1
281,1.0,1
282,1.0,1
283,1.0,1
284,1.0,1
285,1.0,1
286,1.0,1
287,1.0,1
288,1.0,0
289,1.0,0
290,1.0,1
291,0.0,1
292,1.0,1
293,1.0,1
294,1.0,1
295,1.0,1
296,1.0,0
297,0.0,0
298,1.0,1
299,1.0,1
300,1.0,1
301,0.0,1
302,1.0,1
303,0.0,0
304,0.0,0
305,1.0,1
306,1.0,1
307,1.0,0
308,1.0,1
309,1.0,1
310,1.0,0
311,1.0,1
312,0.0,0
313,1.0,1
314,1.0,1
315,1.0,1
316,0.0,0
317,0.0,0
318,0.0,0
319,1.0,0
320,1.0,0
321,1.0,0
322,0.0,0
323,2.0,2
324,2.0,2
325,1.0,1
326,1.0,0
327,0.0,0
328,1.0,0
329,1.0,1
330,1.0,1
331,1.0,1
332,1.0,1
333,1.0,1
334,1.0,1
335,2.0,2
336,1.0,1
337,2.0,2
338,2.0,1
339,1.0,1
340,1.0,0
341,1.0,0
342,1.0,1
343,1.0,1
344,1.0,1
345,1.0,1
346,1.0,1
347,1.0,0
348,1.0,1
349,1.0,0
350,1.0,1
351,1.0,1
352,1.0,0
353,1.0,1
354,1.0,2
355,1.0,2
356,0.0,0
357,1.0,1
358,0.0,0
359,1.0,1
360,1.0,1
361,1.0,1
362,0.0,0
363,2.0,1
364,1.0,1
365,1.0,1
366,1.0,1
367,1.0,0
368,2.0,1
369,1.0,2
370,1.0,0
371,2.0,2
372,0.0,1
373,0.0,0
374,2.0,1
375,1.0,0
376,1.0,2
377,1.0,0
378,1.0,1
379,1.0,0
380,0.0,0
381,1.0,2
382,1.0,1
383,1.0,0
384,1.0,0
385,1.0,1
386,1.0,0
387,1.0,0
388,2.0,0
389,1.0,0
390,1.0,1
391,1.0,1
392,1.0,0
393,1.0,0
394,1.0,0
395,0.0,1
396,1.0,1
397,1.0,1
398,1.0,1
399,2.0,2
400,1.0,1
401,0.0,1
402,0.0,0
403,0.0,0
404,1.0,1
405,1.0,1
406,1.0,1
407,1.0,0
408,1.0,0
409,0.0,0
410,1.0,1
411,1.0,1
412,1.0,1
413,1.0,1
414,1.0,1
415,1.0,1
416,1.0,2
417,1.0,1
418,0.0,1
419,1.0,1
420,1.0,1
421,1.0,1
422,1.0,1
423,1.0,2
424,0.0,0
425,1.0,0
426,1.0,1
427,1.0,1
428,0.0,0
429,2.0,2
430,0.0,1
431,1.0,0
432,0.0,2
433,1.0,0
434,1.0,0
435,0.0,0
436,1.0,1
437,1.0,1
438,2.0,2
439,1.0,1
440,2.0,2
441,1.0,1
442,1.0,1
443,1.0,1
444,1.0,1
445,1.0,1
446,0.0,1
447,1.0,1
448,1.0,1
449,1.0,1
450,1.0,1
451,1.0,1
452,1.0,1
453,1.0,1
454,1.0,1
455,1.0,1
456,1.0,1
457,1.0,0
458,1.0,1
459,1.0,1
460,1.0,1
461,1.0,0
462,1.0,0
463,1.0,1
464,1.0,0
465,1.0,1
466,1.0,1
467,0.0,0
468,1.0,0
469,1.0,0
470,1.0,1
471,1.0,1
472,1.0,1
473,1.0,1
474,1.0,1
