id,prediction,CHOICE
0,0,0
1,1,1
2,0,1
3,2,2
4,1,0
5,1,2
6,1,1
7,1,1
8,1,1
9,0,0
10,1,1
11,1,1
12,1,1
13,1,1
14,1,0
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,0
21,0,0
22,1,1
23,1,1
24,1,1
25,1,0
26,2,2
27,2,2
28,0,1
29,0,1
30,1,0
31,1,1
32,1,1
33,1,1
34,0,1
35,1,1
36,0,0
37,1,1
38,1,1
39,1,1
40,1,1
41,0,0
42,1,1
43,1,0
44,1,1
45,1,2
46,2,1
47,1,0
48,1,1
49,0,0
50,1,0
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,2,2
61,1,1
62,1,1
63,1,1
64,1,0
65,0,0
66,1,2
67,1,0
68,1,1
69,1,1
70,1,1
71,1,1
72,1,0
73,1,2
74,1,2
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,0,0
82,1,1
83,0,0
84,1,0
85,1,1
86,1,1
87,1,1
88,1,0
89,1,1
90,1,2
91,0,0
92,1,1
93,2,1
94,2,2
95,0,0
96,1,1
97,0,0
98,0,0
99,0,0
100,1,1
101,0,0
102,1,0
103,1,0
104,0,0
105,1,1
106,1,1
107,1,1
108,2,2
109,1,1
110,1,1
111,0,0
112,1,1
113,1,0
114,1,1
115,0,0
116,1,1
117,1,1
118,0,0
119,1,1
120,1,1
121,1,1
122,1,1
123,1,1
124,1,1
125,0,1
126,0,1
127,0,0
128,2,1
129,1,1
130,1,1
131,1,1
132,1,1
133,1,1
134,0,0
135,1,1
136,1,1
137,1,1
138,1,0
139,1,1
140,1,1
141,0,0
142,2,1
143,1,0
144,1,0
145,1,0
146,1,1
147,1,1
148,1,1
149,1,0
150,1,1
151,1,1
152,1,2
153,0,1
154,2,1
155,1,1
156,0,0
157,0,0
158,1,0
159,1,1
160,1,1
161,1,0
162,1,1
163,1,1
164,1,1
165,1,1
166,1,0
167,1,1
168,1,1
169,0,1
170,1,1
171,1,1
172,1,1
173,1,1
174,1,1
175,1,1
176,1,1
177,1,1
178,2,2
179,1,1
180,1,1
181,1,1
182,0,0
183,1,1
184,1,1
185,1,0
186,1,1
187,1,1
188,1,1
189,1,1
190,1,1
191,1,1
192,1,0
193,0,0
194,1,1
195,1,1
196,1,1
197,0,1
198,1,1
199,0,0
200,1,1
201,1,0
202,1,1
203,1,1
204,1,1
205,1,1
206,0,1
207,1,1
208,0,0
209,1,1
210,1,1
211,1,1
212,0,0
213,1,1
214,0,0
215,0,0
216,2,2
217,0,1
218,1,1
219,1,1
220,1,1
221,0,1
222,0,0
223,1,1
224,1,1
225,1,1
226,2,1
227,1,1
228,1,1
229,0,1
230,2,2
231,1,1
232,1,1
233,1,1
234,1,0
235,1,0
236,1,1
237,0,0
238,1,1
239,1,0
240,1,1
241,1,1
242,0,0
243,0,0
244,1,0
245,1,1
246,1,1
247,1,0
248,1,0
249,1,1
250,1,1
251,1,1
252,1,0
253,1,1
254,1,1
255,1,0
256,1,1
257,1,1
258,1,1
259,1,1
260,0,0
261,2,1
262,1,1
263,0,1
264,1,0
265,1,1
266,1,1
267,1,1
268,2,2
269,0,0
270,1,1
271,1,1
272,1,0
273,1,1
274,1,1
275,2,1
276,1,1
277,1,1
278,2,2
279,1,1
280,1,1
281,1,1
282,0,0
283,1,1
284,0,1
285,1,1
286,1,2
287,1,1
288,1,1
289,1,1
290,1,1
291,0,0
292,1,1
293,0,0
294,0,0
295,1,1
296,1,1
297,0,0
298,1,1
299,1,1
300,1,0
301,1,1
302,1,1
303,1,1
304,1,1
305,0,0
306,1,1
307,1,1
308,1,1
309,1,1
310,1,1
311,0,1
312,0,0
313,1,0
314,1,1
315,1,2
316,1,1
317,0,0
318,1,1
319,1,1
320,0,0
321,1,1
322,1,1
323,1,1
324,1,1
325,1,1
326,1,1
327,0,0
328,1,1
329,1,1
330,1,1
331,1,1
332,2,2
333,0,0
334,1,1
335,1,1
336,0,0
337,0,1
338,1,1
339,1,0
340,0,0
341,0,0
342,1,0
343,1,1
344,1,0
345,1,0
346,1,1
347,0,0
348,1,1
349,1,1
350,0,0
351,1,0
352,0,0
353,1,1
354,1,1
355,1,1
356,1,2
357,1,1
358,1,1
359,2,1
360,0,0
361,1,1
362,1,1
363,1,1
364,0,0
365,1,1
366,1,1
367,1,1
368,1,1
369,0,0
370,1,1
371,0,1
372,1,1
373,1,1
374,1,0
375,1,1
376,1,0
377,0,0
378,0,0
379,1,0
380,1,1
381,0,0
382,1,1
383,1,1
384,1,1
385,1,1
386,1,2
387,0,0
388,0,0
389,0,0
390,1,0
391,1,1
392,2,2
393,0,0
394,1,2
395,0,2
396,1,1
397,1,1
398,0,0
399,1,1
400,1,1
401,1,1
402,1,0
403,1,1
404,1,1
405,1,1
406,1,1
407,2,1
408,2,1
409,1,1
410,1,1
411,1,1
412,1,1
413,1,1
414,1,1
415,2,1
416,1,1
417,0,0
418,1,1
419,1,1
420,0,0
421,0,0
422,1,1
423,1,0
424,0,0
425,1,1
426,1,1
427,0,0
428,1,1
429,2,2
430,1,1
431,0,1
432,1,1
433,1,1
434,0,0
435,0,0
436,1,1
437,1,1
438,1,1
439,1,1
440,1,1
441,0,1
442,1,1
443,1,1
444,1,0
445,0,0
446,1,1
447,1,1
448,2,2
449,1,1
450,1,1
451,1,1
452,1,1
453,1,1
454,1,1
455,1,1
456,1,1
